id,created_at,modified_at,display_order,original_file_name,path,stored_file_name,production_id
1,2025-09-13 10:10:11.769144,2025-09-13 10:10:11.769144,0,gif_sample_frame_0.png,https://d3oziwtt41kfu1.cloudfront.net/0e99b459-996b-4fa0-bd9c-7383e7ef6494-gif_sample_frame_0.png,0e99b459-996b-4fa0-bd9c-7383e7ef6494-gif_sample_frame_0.png,1
2,2025-09-13 10:10:11.841693,2025-09-13 10:10:11.841693,1,gif_sample_frame_1.png,https://d3oziwtt41kfu1.cloudfront.net/5136bf25-e867-47ea-9639-c97b85947530-gif_sample_frame_1.png,5136bf25-e867-47ea-9639-c97b85947530-gif_sample_frame_1.png,1
3,2025-09-13 10:10:11.903215,2025-09-13 10:10:11.903215,2,gif_sample_frame_2.png,https://d3oziwtt41kfu1.cloudfront.net/e3486352-c8a9-4206-b1de-92cb6fac9a1c-gif_sample_frame_2.png,e3486352-c8a9-4206-b1de-92cb6fac9a1c-gif_sample_frame_2.png,1
4,2025-09-13 10:10:11.961607,2025-09-13 10:10:11.961607,3,gif_sample_frame_3.png,https://d3oziwtt41kfu1.cloudfront.net/5a7e360b-0e95-4519-932b-2eab289d433f-gif_sample_frame_3.png,5a7e360b-0e95-4519-932b-2eab289d433f-gif_sample_frame_3.png,1
5,2025-09-13 10:10:12.051539,2025-09-13 10:10:12.051539,4,gif_sample_frame_4.png,https://d3oziwtt41kfu1.cloudfront.net/2c0b2cf9-56a9-43c6-a754-b6541ef48daa-gif_sample_frame_4.png,2c0b2cf9-56a9-43c6-a754-b6541ef48daa-gif_sample_frame_4.png,1
6,2025-09-13 10:10:12.113521,2025-09-13 10:10:12.113521,5,gif_sample_frame_5.png,https://d3oziwtt41kfu1.cloudfront.net/90b5f753-b71b-4fc4-9fd7-1df2cd76f9a7-gif_sample_frame_5.png,90b5f753-b71b-4fc4-9fd7-1df2cd76f9a7-gif_sample_frame_5.png,1
7,2025-09-13 10:10:12.236163,2025-09-13 10:10:12.236163,6,gif_sample_frame_6.png,https://d3oziwtt41kfu1.cloudfront.net/a05f3d78-63da-4354-a82a-6ad39c42a7dd-gif_sample_frame_6.png,a05f3d78-63da-4354-a82a-6ad39c42a7dd-gif_sample_frame_6.png,1
8,2025-09-13 10:10:12.296127,2025-09-13 10:10:12.296127,7,gif_sample_frame_7.png,https://d3oziwtt41kfu1.cloudfront.net/bd26d861-4a66-48df-9d24-9a371a2c4d59-gif_sample_frame_7.png,bd26d861-4a66-48df-9d24-9a371a2c4d59-gif_sample_frame_7.png,1
9,2025-09-13 10:10:12.358368,2025-09-13 10:10:12.358368,8,gif_sample_frame_8.png,https://d3oziwtt41kfu1.cloudfront.net/57c2fa80-4526-407a-941a-8e737dd3bfaf-gif_sample_frame_8.png,57c2fa80-4526-407a-941a-8e737dd3bfaf-gif_sample_frame_8.png,1
10,2025-09-13 10:10:12.416784,2025-09-13 10:10:12.416784,9,gif_sample_frame_9.png,https://d3oziwtt41kfu1.cloudfront.net/205bc167-ddad-456f-adf5-399606114284-gif_sample_frame_9.png,205bc167-ddad-456f-adf5-399606114284-gif_sample_frame_9.png,1
11,2025-09-13 10:10:12.520811,2025-09-13 10:10:12.520811,10,gif_sample_frame_10.png,https://d3oziwtt41kfu1.cloudfront.net/9eca6f6b-8771-42b7-9038-bc726a0c358a-gif_sample_frame_10.png,9eca6f6b-8771-42b7-9038-bc726a0c358a-gif_sample_frame_10.png,1
12,2025-09-13 10:10:12.580488,2025-09-13 10:10:12.580488,11,gif_sample_frame_11.png,https://d3oziwtt41kfu1.cloudfront.net/e8a41a51-1398-4bb5-86bd-855b20924bf4-gif_sample_frame_11.png,e8a41a51-1398-4bb5-86bd-855b20924bf4-gif_sample_frame_11.png,1
13,2025-09-13 10:10:12.647886,2025-09-13 10:10:12.647886,12,gif_sample_frame_12.png,https://d3oziwtt41kfu1.cloudfront.net/86f7223d-7d8c-4f33-a161-24fcfbd7fcac-gif_sample_frame_12.png,86f7223d-7d8c-4f33-a161-24fcfbd7fcac-gif_sample_frame_12.png,1
14,2025-09-13 10:10:12.714331,2025-09-13 10:10:12.714331,13,gif_sample_frame_13.png,https://d3oziwtt41kfu1.cloudfront.net/eeda4219-26ca-4262-ba29-110eccae9f8a-gif_sample_frame_13.png,eeda4219-26ca-4262-ba29-110eccae9f8a-gif_sample_frame_13.png,1
15,2025-09-13 10:10:12.830388,2025-09-13 10:10:12.830388,14,gif_sample_frame_14.png,https://d3oziwtt41kfu1.cloudfront.net/ffaac91d-2d56-4a0e-9425-05e39fd60f69-gif_sample_frame_14.png,ffaac91d-2d56-4a0e-9425-05e39fd60f69-gif_sample_frame_14.png,1
16,2025-09-13 10:10:12.893498,2025-09-13 10:10:12.893498,15,gif_sample_frame_15.png,https://d3oziwtt41kfu1.cloudfront.net/22983ce6-4e7f-409b-83bc-92691a25f7b3-gif_sample_frame_15.png,22983ce6-4e7f-409b-83bc-92691a25f7b3-gif_sample_frame_15.png,1
17,2025-09-13 10:10:12.995988,2025-09-13 10:10:12.995988,16,gif_sample_frame_16.png,https://d3oziwtt41kfu1.cloudfront.net/a39809cf-754e-4bf5-af6c-9b8ac1bd331d-gif_sample_frame_16.png,a39809cf-754e-4bf5-af6c-9b8ac1bd331d-gif_sample_frame_16.png,1
18,2025-09-13 10:10:13.054382,2025-09-13 10:10:13.054382,17,gif_sample_frame_17.png,https://d3oziwtt41kfu1.cloudfront.net/ee328921-0f03-4124-9c48-b6983a76d300-gif_sample_frame_17.png,ee328921-0f03-4124-9c48-b6983a76d300-gif_sample_frame_17.png,1
19,2025-09-13 10:10:13.108358,2025-09-13 10:10:13.108358,18,gif_sample_frame_18.png,https://d3oziwtt41kfu1.cloudfront.net/c34200f1-1fe3-4eac-b570-f35b53b0429c-gif_sample_frame_18.png,c34200f1-1fe3-4eac-b570-f35b53b0429c-gif_sample_frame_18.png,1
20,2025-09-13 10:10:13.167655,2025-09-13 10:10:13.167655,19,gif_sample_frame_19.png,https://d3oziwtt41kfu1.cloudfront.net/947c689b-382e-4f2c-a48d-df43e3cad5c3-gif_sample_frame_19.png,947c689b-382e-4f2c-a48d-df43e3cad5c3-gif_sample_frame_19.png,1
21,2025-09-13 10:10:13.255933,2025-09-13 10:10:13.255933,20,gif_sample_frame_20.png,https://d3oziwtt41kfu1.cloudfront.net/b70fc1b5-bc49-4d02-8e60-619a9a58f795-gif_sample_frame_20.png,b70fc1b5-bc49-4d02-8e60-619a9a58f795-gif_sample_frame_20.png,1
22,2025-09-13 10:10:13.314295,2025-09-13 10:10:13.314295,21,gif_sample_frame_21.png,https://d3oziwtt41kfu1.cloudfront.net/926daa1a-e518-4d52-82a8-98ab73c706b1-gif_sample_frame_21.png,926daa1a-e518-4d52-82a8-98ab73c706b1-gif_sample_frame_21.png,1
23,2025-09-13 10:10:13.371982,2025-09-13 10:10:13.371982,22,gif_sample_frame_22.png,https://d3oziwtt41kfu1.cloudfront.net/f82e43bf-f6e7-40c6-aec8-355862358a93-gif_sample_frame_22.png,f82e43bf-f6e7-40c6-aec8-355862358a93-gif_sample_frame_22.png,1
24,2025-09-13 10:10:13.429896,2025-09-13 10:10:13.429896,23,gif_sample_frame_23.png,https://d3oziwtt41kfu1.cloudfront.net/54650606-357d-4629-b94b-42559bf83cd9-gif_sample_frame_23.png,54650606-357d-4629-b94b-42559bf83cd9-gif_sample_frame_23.png,1
25,2025-09-13 10:10:13.482189,2025-09-13 10:10:13.482189,24,gif_sample_frame_24.png,https://d3oziwtt41kfu1.cloudfront.net/1983d5ee-74ad-4e68-b975-f976c1f4a7c7-gif_sample_frame_24.png,1983d5ee-74ad-4e68-b975-f976c1f4a7c7-gif_sample_frame_24.png,1
26,2025-09-13 10:10:13.542215,2025-09-13 10:10:13.542215,25,gif_sample_frame_25.png,https://d3oziwtt41kfu1.cloudfront.net/724b7b05-8784-416c-b28a-ad62adbcd845-gif_sample_frame_25.png,724b7b05-8784-416c-b28a-ad62adbcd845-gif_sample_frame_25.png,1
27,2025-09-13 10:10:13.627619,2025-09-13 10:10:13.627619,26,gif_sample_frame_26.png,https://d3oziwtt41kfu1.cloudfront.net/f4cda1cf-4973-43c6-ab7b-f519315d1960-gif_sample_frame_26.png,f4cda1cf-4973-43c6-ab7b-f519315d1960-gif_sample_frame_26.png,1
28,2025-09-13 10:10:13.689118,2025-09-13 10:10:13.689118,27,gif_sample_frame_27.png,https://d3oziwtt41kfu1.cloudfront.net/db041aec-49d8-440d-b8fa-c5186b53058c-gif_sample_frame_27.png,db041aec-49d8-440d-b8fa-c5186b53058c-gif_sample_frame_27.png,1
29,2025-09-13 10:10:13.743962,2025-09-13 10:10:13.743962,28,gif_sample_frame_28.png,https://d3oziwtt41kfu1.cloudfront.net/34e34fcd-bfc1-4a33-a4ca-bbce39785148-gif_sample_frame_28.png,34e34fcd-bfc1-4a33-a4ca-bbce39785148-gif_sample_frame_28.png,1
30,2025-09-13 10:10:13.801694,2025-09-13 10:10:13.801694,29,gif_sample_frame_29.png,https://d3oziwtt41kfu1.cloudfront.net/d1d8c686-84c2-4f0d-a117-36795bd3a25c-gif_sample_frame_29.png,d1d8c686-84c2-4f0d-a117-36795bd3a25c-gif_sample_frame_29.png,1
31,2025-09-13 10:10:13.857202,2025-09-13 10:10:13.857202,30,gif_sample_frame_30.png,https://d3oziwtt41kfu1.cloudfront.net/5d3fbd99-6518-4cc5-a6d0-3db9a87f6c41-gif_sample_frame_30.png,5d3fbd99-6518-4cc5-a6d0-3db9a87f6c41-gif_sample_frame_30.png,1
32,2025-09-13 10:10:13.916381,2025-09-13 10:10:13.916381,31,gif_sample_frame_31.png,https://d3oziwtt41kfu1.cloudfront.net/6ab5efe6-7bbb-465c-9986-fa54010b32ed-gif_sample_frame_31.png,6ab5efe6-7bbb-465c-9986-fa54010b32ed-gif_sample_frame_31.png,1
33,2025-09-13 10:10:13.976611,2025-09-13 10:10:13.976611,32,gif_sample_frame_32.png,https://d3oziwtt41kfu1.cloudfront.net/39d59738-5705-4b59-bb2c-345bc54c7b45-gif_sample_frame_32.png,39d59738-5705-4b59-bb2c-345bc54c7b45-gif_sample_frame_32.png,1
34,2025-09-13 10:10:14.033774,2025-09-13 10:10:14.033774,33,gif_sample_frame_33.png,https://d3oziwtt41kfu1.cloudfront.net/3a08fa68-e11b-4e13-8a37-bfdeb5837ce5-gif_sample_frame_33.png,3a08fa68-e11b-4e13-8a37-bfdeb5837ce5-gif_sample_frame_33.png,1
35,2025-09-13 10:10:14.087458,2025-09-13 10:10:14.087458,34,gif_sample_frame_34.png,https://d3oziwtt41kfu1.cloudfront.net/52ab36a8-4a07-44b4-95ba-6ee98ec3e29c-gif_sample_frame_34.png,52ab36a8-4a07-44b4-95ba-6ee98ec3e29c-gif_sample_frame_34.png,1
36,2025-09-13 10:10:14.147162,2025-09-13 10:10:14.147162,35,gif_sample_frame_35.png,https://d3oziwtt41kfu1.cloudfront.net/0d00a511-4050-437b-8b80-8560201ea7c0-gif_sample_frame_35.png,0d00a511-4050-437b-8b80-8560201ea7c0-gif_sample_frame_35.png,1
37,2025-09-13 10:10:14.204691,2025-09-13 10:10:14.204691,36,gif_sample_frame_36.png,https://d3oziwtt41kfu1.cloudfront.net/c39bcb68-3bc5-4152-94ec-3868149e2cb8-gif_sample_frame_36.png,c39bcb68-3bc5-4152-94ec-3868149e2cb8-gif_sample_frame_36.png,1
38,2025-09-13 10:10:14.264262,2025-09-13 10:10:14.264262,37,gif_sample_frame_37.png,https://d3oziwtt41kfu1.cloudfront.net/290a6128-a26b-478a-8303-758a65a011af-gif_sample_frame_37.png,290a6128-a26b-478a-8303-758a65a011af-gif_sample_frame_37.png,1
39,2025-09-13 10:10:14.320355,2025-09-13 10:10:14.320355,38,gif_sample_frame_38.png,https://d3oziwtt41kfu1.cloudfront.net/30d28ce7-3125-4115-89f5-954b8c4a6d47-gif_sample_frame_38.png,30d28ce7-3125-4115-89f5-954b8c4a6d47-gif_sample_frame_38.png,1
40,2025-09-13 10:10:14.379571,2025-09-13 10:10:14.379571,39,gif_sample_frame_39.png,https://d3oziwtt41kfu1.cloudfront.net/a4df386c-da22-4100-8f4e-2a5f26e530fd-gif_sample_frame_39.png,a4df386c-da22-4100-8f4e-2a5f26e530fd-gif_sample_frame_39.png,1
41,2025-09-13 10:10:14.434427,2025-09-13 10:10:14.434427,40,gif_sample_frame_40.png,https://d3oziwtt41kfu1.cloudfront.net/d3bd0bd7-0c8f-49c9-b602-3689b6da975b-gif_sample_frame_40.png,d3bd0bd7-0c8f-49c9-b602-3689b6da975b-gif_sample_frame_40.png,1
42,2025-09-13 10:10:14.504399,2025-09-13 10:10:14.504399,41,gif_sample_frame_41.png,https://d3oziwtt41kfu1.cloudfront.net/5ce5c5f0-3366-49a2-85d7-08de98d4f174-gif_sample_frame_41.png,5ce5c5f0-3366-49a2-85d7-08de98d4f174-gif_sample_frame_41.png,1
43,2025-09-13 10:10:14.560958,2025-09-13 10:10:14.560958,42,gif_sample_frame_42.png,https://d3oziwtt41kfu1.cloudfront.net/06c08a64-c3e5-40f3-a909-b95ea84afeb4-gif_sample_frame_42.png,06c08a64-c3e5-40f3-a909-b95ea84afeb4-gif_sample_frame_42.png,1
44,2025-09-13 10:10:14.665743,2025-09-13 10:10:14.665743,43,gif_sample_frame_43.png,https://d3oziwtt41kfu1.cloudfront.net/4a50e7c6-48fe-464f-9711-0d6ac0b8903e-gif_sample_frame_43.png,4a50e7c6-48fe-464f-9711-0d6ac0b8903e-gif_sample_frame_43.png,1
45,2025-09-13 10:10:14.746838,2025-09-13 10:10:14.746838,44,gif_sample_frame_44.png,https://d3oziwtt41kfu1.cloudfront.net/5789d3bb-5b35-45e6-b670-adc3a0121c80-gif_sample_frame_44.png,5789d3bb-5b35-45e6-b670-adc3a0121c80-gif_sample_frame_44.png,1
46,2025-09-13 10:10:14.801064,2025-09-13 10:10:14.801064,45,gif_sample_frame_45.png,https://d3oziwtt41kfu1.cloudfront.net/941bd514-05a3-4dc1-8c0a-d3de4fcc76dc-gif_sample_frame_45.png,941bd514-05a3-4dc1-8c0a-d3de4fcc76dc-gif_sample_frame_45.png,1
47,2025-09-13 10:10:14.857990,2025-09-13 10:10:14.857990,46,gif_sample_frame_46.png,https://d3oziwtt41kfu1.cloudfront.net/645e36be-2823-47da-a06f-4bed619f6b70-gif_sample_frame_46.png,645e36be-2823-47da-a06f-4bed619f6b70-gif_sample_frame_46.png,1
48,2025-09-13 10:10:14.957000,2025-09-13 10:10:14.957000,47,gif_sample_frame_47.png,https://d3oziwtt41kfu1.cloudfront.net/0eed7170-588b-4c61-b698-7ff16e009428-gif_sample_frame_47.png,0eed7170-588b-4c61-b698-7ff16e009428-gif_sample_frame_47.png,1
49,2025-09-13 10:10:15.012789,2025-09-13 10:10:15.012789,48,gif_sample_frame_48.png,https://d3oziwtt41kfu1.cloudfront.net/ed2ff5a1-65ee-46b7-b847-c92d49b7af35-gif_sample_frame_48.png,ed2ff5a1-65ee-46b7-b847-c92d49b7af35-gif_sample_frame_48.png,1
50,2025-09-13 10:10:15.110099,2025-09-13 10:10:15.110099,49,gif_sample_frame_49.png,https://d3oziwtt41kfu1.cloudfront.net/a1424524-8f17-4f56-8c7c-0bbc7fa04879-gif_sample_frame_49.png,a1424524-8f17-4f56-8c7c-0bbc7fa04879-gif_sample_frame_49.png,1
51,2025-09-13 10:10:15.189250,2025-09-13 10:10:15.189250,50,gif_sample_frame_50.png,https://d3oziwtt41kfu1.cloudfront.net/7cf2bc78-53bc-4aad-af2b-171b44ace625-gif_sample_frame_50.png,7cf2bc78-53bc-4aad-af2b-171b44ace625-gif_sample_frame_50.png,1
52,2025-09-13 10:10:15.244607,2025-09-13 10:10:15.244607,51,gif_sample_frame_51.png,https://d3oziwtt41kfu1.cloudfront.net/7070f0bf-da1e-4270-b6d2-6ce146e7f503-gif_sample_frame_51.png,7070f0bf-da1e-4270-b6d2-6ce146e7f503-gif_sample_frame_51.png,1
53,2025-09-13 10:10:15.303916,2025-09-13 10:10:15.303916,52,gif_sample_frame_52.png,https://d3oziwtt41kfu1.cloudfront.net/a5a9366c-a939-4476-8b8d-1c77392a1788-gif_sample_frame_52.png,a5a9366c-a939-4476-8b8d-1c77392a1788-gif_sample_frame_52.png,1
54,2025-09-13 10:10:15.359475,2025-09-13 10:10:15.359475,53,gif_sample_frame_53.png,https://d3oziwtt41kfu1.cloudfront.net/d420d268-b6a1-4b62-8262-627dc898abe0-gif_sample_frame_53.png,d420d268-b6a1-4b62-8262-627dc898abe0-gif_sample_frame_53.png,1
55,2025-09-13 10:10:15.413026,2025-09-13 10:10:15.413026,54,gif_sample_frame_54.png,https://d3oziwtt41kfu1.cloudfront.net/3d254241-65c7-4d85-b0b3-1e1c524b7557-gif_sample_frame_54.png,3d254241-65c7-4d85-b0b3-1e1c524b7557-gif_sample_frame_54.png,1
56,2025-09-13 10:10:15.471471,2025-09-13 10:10:15.471471,55,gif_sample_frame_55.png,https://d3oziwtt41kfu1.cloudfront.net/16efe863-5410-48a2-bc45-018217f6552b-gif_sample_frame_55.png,16efe863-5410-48a2-bc45-018217f6552b-gif_sample_frame_55.png,1
57,2025-09-13 10:10:15.528425,2025-09-13 10:10:15.528425,56,gif_sample_frame_56.png,https://d3oziwtt41kfu1.cloudfront.net/2fe0622b-0571-44a5-a03f-169c41817d4a-gif_sample_frame_56.png,2fe0622b-0571-44a5-a03f-169c41817d4a-gif_sample_frame_56.png,1
58,2025-09-13 10:10:15.588079,2025-09-13 10:10:15.588079,57,gif_sample_frame_57.png,https://d3oziwtt41kfu1.cloudfront.net/8fa8f214-5e5b-4b4d-b579-3adcd7ac9684-gif_sample_frame_57.png,8fa8f214-5e5b-4b4d-b579-3adcd7ac9684-gif_sample_frame_57.png,1
59,2025-09-13 10:10:15.658300,2025-09-13 10:10:15.658300,58,gif_sample_frame_58.png,https://d3oziwtt41kfu1.cloudfront.net/c9a3aed9-5a47-4ea4-a89f-1e167eddbb3e-gif_sample_frame_58.png,c9a3aed9-5a47-4ea4-a89f-1e167eddbb3e-gif_sample_frame_58.png,1
60,2025-09-13 10:10:15.717617,2025-09-13 10:10:15.717617,59,gif_sample_frame_59.png,https://d3oziwtt41kfu1.cloudfront.net/45bc36b7-68a2-4e64-8d09-f4fc3f0f4d01-gif_sample_frame_59.png,45bc36b7-68a2-4e64-8d09-f4fc3f0f4d01-gif_sample_frame_59.png,1
61,2025-09-13 10:10:15.783774,2025-09-13 10:10:15.783774,60,gif_sample_frame_60.png,https://d3oziwtt41kfu1.cloudfront.net/3498a0be-fcdc-4bc6-99c4-4ee4f0be43af-gif_sample_frame_60.png,3498a0be-fcdc-4bc6-99c4-4ee4f0be43af-gif_sample_frame_60.png,1
62,2025-09-13 10:10:15.843352,2025-09-13 10:10:15.843352,61,gif_sample_frame_61.png,https://d3oziwtt41kfu1.cloudfront.net/f0743eae-8973-41dc-9bfd-ced8059d6575-gif_sample_frame_61.png,f0743eae-8973-41dc-9bfd-ced8059d6575-gif_sample_frame_61.png,1
63,2025-09-13 10:10:15.904532,2025-09-13 10:10:15.904532,62,gif_sample_frame_62.png,https://d3oziwtt41kfu1.cloudfront.net/e91091c4-8384-49ba-92c5-b6cc08f52e7c-gif_sample_frame_62.png,e91091c4-8384-49ba-92c5-b6cc08f52e7c-gif_sample_frame_62.png,1
64,2025-09-13 10:10:16.025235,2025-09-13 10:10:16.025235,63,gif_sample_frame_63.png,https://d3oziwtt41kfu1.cloudfront.net/f9ff6ec0-fb13-49f3-82ae-2682d52ee069-gif_sample_frame_63.png,f9ff6ec0-fb13-49f3-82ae-2682d52ee069-gif_sample_frame_63.png,1
65,2025-09-13 10:10:16.127856,2025-09-13 10:10:16.127856,64,gif_sample_frame_64.png,https://d3oziwtt41kfu1.cloudfront.net/444a1b95-13f9-4989-bfe2-4d70f7ee5333-gif_sample_frame_64.png,444a1b95-13f9-4989-bfe2-4d70f7ee5333-gif_sample_frame_64.png,1
66,2025-09-13 10:10:16.186047,2025-09-13 10:10:16.186047,65,gif_sample_frame_65.png,https://d3oziwtt41kfu1.cloudfront.net/1cb9a723-f31c-4544-b8e4-f6ff4f0ddb7a-gif_sample_frame_65.png,1cb9a723-f31c-4544-b8e4-f6ff4f0ddb7a-gif_sample_frame_65.png,1
67,2025-09-13 10:10:16.274962,2025-09-13 10:10:16.274962,66,gif_sample_frame_66.png,https://d3oziwtt41kfu1.cloudfront.net/d43e207c-0250-4941-9c3e-c14e71c3cf10-gif_sample_frame_66.png,d43e207c-0250-4941-9c3e-c14e71c3cf10-gif_sample_frame_66.png,1
68,2025-09-13 10:10:16.337998,2025-09-13 10:10:16.337998,67,gif_sample_frame_67.png,https://d3oziwtt41kfu1.cloudfront.net/8e29218c-32dd-4922-9c30-692020cf53ac-gif_sample_frame_67.png,8e29218c-32dd-4922-9c30-692020cf53ac-gif_sample_frame_67.png,1
69,2025-09-13 10:10:16.398165,2025-09-13 10:10:16.398165,68,gif_sample_frame_68.png,https://d3oziwtt41kfu1.cloudfront.net/d4bb701a-2fd4-4a37-b2fb-6d6127800e12-gif_sample_frame_68.png,d4bb701a-2fd4-4a37-b2fb-6d6127800e12-gif_sample_frame_68.png,1
70,2025-09-13 10:10:16.470679,2025-09-13 10:10:16.470679,69,gif_sample_frame_69.png,https://d3oziwtt41kfu1.cloudfront.net/27243ab8-25a8-4898-ac9b-d3d191e7f425-gif_sample_frame_69.png,27243ab8-25a8-4898-ac9b-d3d191e7f425-gif_sample_frame_69.png,1
71,2025-09-13 10:10:16.528143,2025-09-13 10:10:16.528143,70,gif_sample_frame_70.png,https://d3oziwtt41kfu1.cloudfront.net/fb19c7bd-168a-438a-b85d-d705e7b56ed6-gif_sample_frame_70.png,fb19c7bd-168a-438a-b85d-d705e7b56ed6-gif_sample_frame_70.png,1
